epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,15635.5,0.99822,0.53339,1.01962,0.92311,0.86607,0.94187,0.63634,1.30819,0.62941,1.11,0.006436,0.006436,0.006436
38,16057,0.99499,0.52635,1.02237,0.9084,0.8828,0.94359,0.63747,1.30631,0.62437,1.11381,0.006337,0.006337,0.006337
39,16476.8,0.99043,0.52233,1.01959,0.91558,0.86543,0.93759,0.63647,1.30649,0.6305,1.11011,0.006238,0.006238,0.006238
40,462.798,0.99916,0.5319,1.02119,0.92645,0.8568,0.9384,0.63261,1.32205,0.63669,1.12168,0.006139,0.006139,0.006139
41,456.648,0.89562,0.4689,0.97831,0.92168,0.85925,0.93143,0.62724,1.34627,0.64343,1.13441,0.00604,0.00604,0.00604
42,453.699,0.82678,0.42998,0.94995,0.91481,0.86072,0.9292,0.62352,1.37011,0.65785,1.14964,0.005941,0.005941,0.005941
43,905.261,1.00338,0.52832,1.02566,0.92241,0.86749,0.94087,0.63389,1.31352,0.62014,1.11041,0.005842,0.005842,0.005842
44,1357.63,0.99623,0.52619,1.02248,0.90598,0.87106,0.93953,0.63111,1.33565,0.62093,1.12694,0.005743,0.005743,0.005743
45,1810.96,0.98839,0.52153,1.02066,0.91116,0.88184,0.94354,0.63719,1.30903,0.60497,1.10833,0.005644,0.005644,0.005644
46,2263.1,0.98033,0.51969,1.01561,0.91064,0.88133,0.94129,0.63484,1.32372,0.61624,1.12001,0.005545,0.005545,0.005545
47,2715.13,0.97921,0.51602,1.01509,0.92202,0.87102,0.94383,0.63884,1.3107,0.61108,1.10899,0.005446,0.005446,0.005446
48,3167.53,0.97636,0.51187,1.01234,0.91573,0.87672,0.94558,0.64313,1.29039,0.61006,1.10207,0.005347,0.005347,0.005347
49,3618.14,0.9661,0.50551,1.0061,0.91354,0.88104,0.94506,0.64128,1.30572,0.60983,1.10615,0.005248,0.005248,0.005248
50,4070.72,0.96502,0.50395,1.01083,0.90738,0.87721,0.94266,0.63883,1.3177,0.60995,1.11242,0.005149,0.005149,0.005149
51,4522.02,0.96129,0.49997,1.00589,0.92554,0.86013,0.94463,0.6395,1.31414,0.61199,1.11241,0.00505,0.00505,0.00505
52,444.387,0.86007,0.44243,0.96131,0.91641,0.86518,0.93651,0.6342,1.34511,0.62494,1.13639,0.004951,0.004951,0.004951
53,889.322,0.90774,0.46507,0.98327,0.91248,0.88113,0.94227,0.63907,1.33282,0.60749,1.12851,0.004852,0.004852,0.004852
54,1332.74,0.90578,0.46215,0.98283,0.90722,0.88045,0.94011,0.63806,1.3364,0.61238,1.13375,0.004753,0.004753,0.004753
55,1778.73,0.89928,0.45846,0.98013,0.90806,0.88699,0.94209,0.64024,1.32639,0.60319,1.12524,0.004654,0.004654,0.004654
56,2232.19,0.89441,0.4553,0.97776,0.92085,0.87721,0.94032,0.63854,1.33387,0.61087,1.13072,0.004555,0.004555,0.004555
57,2676.99,0.88896,0.45279,0.97567,0.90764,0.88839,0.94621,0.6422,1.32393,0.58755,1.12252,0.004456,0.004456,0.004456
58,3115.96,0.88733,0.45233,0.9723,0.91255,0.87578,0.942,0.64356,1.31521,0.59795,1.11934,0.004357,0.004357,0.004357
59,3555.4,0.87949,0.44584,0.97016,0.92087,0.87397,0.94226,0.63971,1.32353,0.604,1.12355,0.004258,0.004258,0.004258
60,3995.82,0.87975,0.4451,0.97329,0.92592,0.86455,0.93916,0.63759,1.33447,0.5993,1.13112,0.004159,0.004159,0.004159
61,4435.98,0.88863,0.44951,0.97673,0.92516,0.86634,0.94344,0.63863,1.33591,0.60154,1.13113,0.00406,0.00406,0.00406
62,4875.28,0.92828,0.47187,0.99121,0.92637,0.87132,0.94499,0.64317,1.31488,0.58517,1.118,0.003961,0.003961,0.003961
63,5316.42,0.92055,0.46772,0.98972,0.91768,0.8797,0.94458,0.6418,1.31809,0.58542,1.11865,0.003862,0.003862,0.003862
64,5762.83,0.91697,0.46554,0.98537,0.91482,0.88074,0.94488,0.64321,1.31434,0.58426,1.11678,0.003763,0.003763,0.003763
65,6207.43,0.91512,0.46454,0.98609,0.92317,0.8739,0.94317,0.64141,1.32195,0.59028,1.11954,0.003664,0.003664,0.003664
66,6643.98,0.90526,0.45593,0.97768,0.90958,0.88566,0.9442,0.64119,1.3287,0.59137,1.12365,0.003565,0.003565,0.003565
67,7085.77,0.89885,0.45109,0.9791,0.90973,0.88192,0.94336,0.64053,1.33223,0.59081,1.12827,0.003466,0.003466,0.003466
68,7520.96,0.89678,0.451,0.97695,0.9192,0.87765,0.94411,0.64238,1.322,0.58887,1.1217,0.003367,0.003367,0.003367
69,7961.87,0.89102,0.44733,0.97387,0.91124,0.88133,0.94394,0.64392,1.31772,0.59341,1.11952,0.003268,0.003268,0.003268
70,8400.62,0.88718,0.44434,0.97248,0.91415,0.88163,0.94631,0.64621,1.31552,0.58819,1.11824,0.003169,0.003169,0.003169
71,8836.82,0.88228,0.44303,0.97379,0.92326,0.87544,0.94454,0.64395,1.32028,0.58762,1.12157,0.00307,0.00307,0.00307
72,9275.36,0.87666,0.43768,0.9693,0.92364,0.87691,0.94453,0.64366,1.32278,0.58773,1.12255,0.002971,0.002971,0.002971
73,9715.24,0.88217,0.43919,0.9729,0.92239,0.87485,0.94356,0.64196,1.3252,0.58915,1.12785,0.002872,0.002872,0.002872
74,10155.2,0.8723,0.43399,0.96983,0.92126,0.8716,0.94109,0.63921,1.33328,0.59694,1.13643,0.002773,0.002773,0.002773
75,10593,0.86369,0.43144,0.96678,0.91318,0.8778,0.94137,0.64188,1.33002,0.59883,1.13457,0.002674,0.002674,0.002674
76,11035.3,0.86536,0.43056,0.96896,0.91083,0.87898,0.94132,0.64149,1.33224,0.59507,1.13445,0.002575,0.002575,0.002575
77,11473.4,0.85701,0.42433,0.96281,0.91626,0.8732,0.94149,0.64211,1.3336,0.59617,1.13388,0.002476,0.002476,0.002476
78,11911,0.85435,0.4228,0.96133,0.91251,0.87534,0.94132,0.64217,1.33129,0.59228,1.13176,0.002377,0.002377,0.002377
79,12351.2,0.84849,0.42252,0.95888,0.91457,0.87691,0.94114,0.64282,1.32756,0.59138,1.13075,0.002278,0.002278,0.002278
80,12795.1,0.84497,0.41911,0.95525,0.91716,0.87927,0.94396,0.646,1.32434,0.58505,1.12931,0.002179,0.002179,0.002179
81,13233.7,0.8373,0.41108,0.95764,0.91487,0.87986,0.94218,0.64639,1.32024,0.58552,1.12882,0.00208,0.00208,0.00208
82,13667.8,0.83484,0.40997,0.95492,0.91787,0.88074,0.94299,0.64617,1.32026,0.58724,1.12915,0.001981,0.001981,0.001981
83,14108.6,0.83169,0.40776,0.95125,0.91864,0.87809,0.94291,0.64768,1.32009,0.58774,1.13073,0.001882,0.001882,0.001882
84,14546.2,0.82444,0.40668,0.95037,0.92385,0.87521,0.94245,0.64554,1.32106,0.59013,1.13192,0.001783,0.001783,0.001783
85,14987.6,0.81922,0.40134,0.94672,0.92264,0.87691,0.94184,0.6457,1.31969,0.59066,1.13151,0.001684,0.001684,0.001684
86,15424.3,0.81723,0.40213,0.94987,0.92417,0.87212,0.94157,0.64697,1.31873,0.58972,1.13135,0.001585,0.001585,0.001585
87,15864.5,0.81715,0.40023,0.94629,0.92792,0.86896,0.94081,0.64746,1.31892,0.59059,1.12997,0.001486,0.001486,0.001486
88,16305.7,0.80923,0.39915,0.94461,0.93077,0.8672,0.94178,0.64787,1.31683,0.58776,1.12989,0.001387,0.001387,0.001387
89,16744.2,0.80946,0.39414,0.94302,0.92169,0.87341,0.94095,0.64712,1.31817,0.58984,1.13197,0.001288,0.001288,0.001288
90,17186.3,0.7985,0.39037,0.94062,0.93043,0.86636,0.94062,0.64769,1.31986,0.59127,1.13226,0.001189,0.001189,0.001189
91,17633.3,0.77893,0.34838,0.91552,0.91722,0.87397,0.93986,0.64664,1.32336,0.5908,1.1337,0.00109,0.00109,0.00109
92,18070.6,0.75741,0.33891,0.90705,0.91856,0.87279,0.94042,0.64568,1.32646,0.59237,1.13553,0.000991,0.000991,0.000991
93,18508.8,0.75328,0.33632,0.90564,0.92491,0.86985,0.94015,0.64571,1.32986,0.5961,1.13752,0.000892,0.000892,0.000892
94,18948.3,0.74546,0.3333,0.9049,0.92648,0.86832,0.93992,0.64398,1.33179,0.59868,1.13998,0.000793,0.000793,0.000793
95,19388.8,0.74343,0.32959,0.90506,0.92399,0.87014,0.93978,0.64375,1.3358,0.60247,1.14339,0.000694,0.000694,0.000694
96,19862.3,0.73243,0.32665,0.90169,0.92156,0.87178,0.9394,0.64332,1.33691,0.60426,1.14483,0.000595,0.000595,0.000595
97,20312.9,0.73158,0.32416,0.89892,0.92168,0.87191,0.9388,0.64347,1.33705,0.60548,1.14621,0.000496,0.000496,0.000496
98,20749.6,0.72505,0.31998,0.89666,0.92103,0.87014,0.93835,0.64416,1.33836,0.60721,1.14724,0.000397,0.000397,0.000397
99,21185.6,0.72147,0.31838,0.89738,0.92399,0.86629,0.93798,0.64404,1.33961,0.60819,1.14863,0.000298,0.000298,0.000298
100,21620.9,0.71704,0.31648,0.89404,0.91789,0.8723,0.93899,0.64357,1.33964,0.60858,1.14867,0.000199,0.000199,0.000199
